year,age,networth,networth_infadj,wgt,income,wageinc,bussefarminc,intdivinc,kginc,ssretinc,transfothinc,income_infadj
2010,60,421756.80399500625,501546.541700564,1039.3386574961355,131853.03404109972,131853.03404109972,0.0,0.0,0.0,0.0,0.0,156797.54922655216
2010,26,51148.93882646692,60825.5116149162,4183.891233064847,95766.9405140619,87439.38046936087,0.0,0.0,0.0,0.0,8327.560044701035,113884.5357540221
2010,26,23518.951310861423,27968.36608835399,4161.815540320296,95766.9405140619,87439.38046936087,0.0,0.0,0.0,0.0,8327.560044701035,113884.5357540221
2010,26,43473.183520599254,51697.62442464039,4157.843625318207,97154.86718817876,87439.38046936087,0.0,0.0,0.0,0.0,8327.560044701035,115535.03627219635
2010,26,24106.242197253432,28666.76315095516,4190.72413368553,97154.86718817876,87439.38046936087,0.0,0.0,0.0,0.0,8327.560044701035,115535.03627219635
2010,26,27684.61922596754,32922.11269517627,4182.109466131091,95766.9405140619,87439.38046936087,0.0,0.0,0.0,0.0,8327.560044701035,113884.5357540221
2010,53,-6815.305867665418,-8104.65428460432,3338.457575038164,10825.828058111345,0.0,0.0,0.0,0.0,0.0,10825.828058111345,12873.904041759019
2010,53,-5859.250936329588,-6967.728833858223,3332.2152579139074,10825.828058111345,0.0,0.0,0.0,0.0,0.0,10825.828058111345,12873.904041759019
2010,53,-6542.147315855181,-7779.818441534007,3335.849342274077,10687.03539069966,0.0,0.0,0.0,0.0,0.0,10687.03539069966,12708.853989941596
2010,53,-2717.92759051186,-3232.116638549619,3336.1896086668303,10825.828058111345,0.0,0.0,0.0,0.0,0.0,10825.828058111345,12873.904041759019
2010,53,-6815.305867665418,-8104.65428460432,3335.725743795345,10687.03539069966,0.0,0.0,0.0,0.0,0.0,10825.828058111345,12708.853989941596
2010,39,-85908.3645443196,-102160.87264561358,6048.495740053242,155447.787501086,113809.98727758082,0.0,0.0,0.0,0.0,41637.800223505175,184856.0580355141
2010,39,-85908.3645443196,-102160.87264561358,6056.063521390575,154059.86082696918,112422.06060346398,0.0,0.0,0.0,0.0,43025.726897622015,183205.55751733994
2010,39,-85908.3645443196,-102160.87264561358,6167.729291867961,155447.787501086,113809.98727758082,0.0,0.0,0.0,0.0,43025.726897622015,184856.0580355141
2010,39,-85908.3645443196,-102160.87264561358,5925.169306566706,155447.787501086,112422.06060346398,0.0,0.0,0.0,0.0,43025.726897622015,184856.0580355141
2010,39,-86044.94382022473,-102323.29056714875,6061.91408731273,155447.787501086,112422.06060346398,0.0,0.0,0.0,0.0,41637.800223505175,184856.0580355141
2010,62,-19802.629213483146,-23548.974443382373,4055.1682177727043,6939.633370584197,0.0,3469.8166852920986,0.0,0.0,0.0,6662.048035760828,8252.502590871169
2010,62,-20623.47066167291,-24525.106151808668,4076.725059375591,6939.633370584197,0.0,3469.8166852920986,0.0,0.0,0.0,6800.840703172512,8252.502590871169
2010,62,-26455.405742821473,-31460.351401359858,4096.378721821756,6939.633370584197,0.0,3469.8166852920986,0.0,0.0,0.0,9437.901383994506,8252.502590871169
2010,62,-23723.8202247191,-28211.992970656724,4025.1798130196717,6939.633370584197,0.0,3469.8166852920986,0.0,0.0,0.0,6384.46270093746,8252.502590871169
2010,62,-23710.16229712859,-28195.75117850321,4068.6349248151673,6939.633370584197,0.0,3469.8166852920986,0.0,0.0,0.0,7356.011372819247,8252.502590871169
